id,name,host_since,host_listings_count,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified
1382925,Calen,2011-11-07,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1387754,Monika,2011-11-09,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
1388669,John,2011-11-09,1,"Seattle, Washington, United States",N/A,,,f,t,t
1390845,Jill And John,2011-11-09,1,"Seattle, Washington, United States",N/A,,,t,t,f
1393266,Mark,2011-11-10,3,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1396743,Tiffany,2011-11-11,1,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
1397063,Rita,2011-11-11,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
1403646,Jamie,2011-11-13,1,"Seattle, Washington, United States",within a day,0.67,,f,t,t
1414691,Jordan,2011-11-16,3,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1434203,Adam,2011-11-22,1,"Seattle, Washington, United States",N/A,,,f,t,t
1436798,Talitha,2011-11-23,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1445691,Kyle,2011-11-27,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1452570,Emily,2011-11-29,2,"Seattle, Washington, United States",within an hour,1,,f,t,t
1459013,Andrew + Danielle,2011-11-30,1,"Seattle, Washington, United States",N/A,,,f,t,t
1466280,Ane,2011-12-02,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1478274,David,2011-12-06,18,"Seattle, Washington, United States",within an hour,0.98,1,f,t,t
1479707,Dylan,2011-12-06,1,"Sydney, New South Wales, Australia",N/A,,,f,t,t
1481380,Ellen & Jim,2011-12-07,1,"Seattle, Washington, United States",within a day,0.5,,f,t,f
1511749,Mike,2011-12-17,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1520116,Laura,2011-12-19,1,"Seattle, Washington, United States",N/A,,,f,t,f
1539790,Alianna,2011-12-27,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1545026,Anna,2011-12-28,2,"Seattle, Washington, United States",within an hour,0.9,1,f,t,f
1545100,Erin & Nat,2011-12-29,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1551432,Tiffany,2011-12-30,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1566314,Vienna,2012-01-04,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
1577903,Jen,2012-01-07,1,"Seattle, Washington, United States",within an hour,1,,f,t,f
1592704,Karen,2012-01-10,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
1608733,Ken & Layna,2012-01-15,4,"Seattle, Washington, United States",within a few hours,0.96,1,t,t,t
1611114,Craig,2012-01-15,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1611939,Drew,2012-01-16,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1612983,Andrea,2012-01-16,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1618021,Rick,2012-01-17,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1623580,Mack & Sophia,2012-01-18,12,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1628476,Ralph,2012-01-19,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1635606,Peter,2012-01-21,3,"Seattle, Washington, United States",within a day,1,1,t,t,t
1645336,Lisa,2012-01-24,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1649939,Sherill,2012-01-25,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1650960,Qing,2012-01-25,4,"Seattle, Washington, United States",within a few hours,0.7,1,f,t,t
1658653,Tara,2012-01-26,1,"Seattle, Washington, United States",N/A,,,f,t,f
1675559,Dan,2012-01-30,2,"Seattle, Washington, United States",within a few hours,0.8,1,t,t,t
1682544,Leo,2012-02-01,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1691632,Lacy And Kyle,2012-02-02,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
1704479,Kimberley,2012-02-05,1,"Seattle, Washington, United States",N/A,,,f,t,t
1717300,Claire,2012-02-07,2,"Seattle, Washington, United States",a few days or more,0.4,1,f,t,t
1717589,Judy,2012-02-07,2,"Seattle, Washington, United States",within an hour,0.96,1,f,t,f
1722314,Karen,2012-02-08,1,"Seattle, Washington, United States",within an hour,1,,t,t,t
1729224,Marlow,2012-02-10,2,"Seattle, Washington, United States",within a few hours,1,,f,t,t
1730412,Desdemona,2012-02-10,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1731613,Russ,2012-02-10,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
1732181,William,2012-02-10,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1744440,Kathryn,2015-07-09,1,US,N/A,,,f,t,f
1744441,Daniel,2012-02-13,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1746143,Margot,2012-02-13,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1747753,Annette,2012-02-13,1,"Seattle, Washington, United States",within an hour,0.75,1,f,t,t
1754964,Amy,2012-02-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1782420,Carolyn And James,2012-02-20,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
1783367,Scott,2012-02-20,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1787819,Christine,2012-02-21,8,"Seattle, Washington, United States",within a day,0.93,1,f,t,t
1788284,Eric,2012-02-21,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
1797680,Jesse,2012-02-23,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1801138,Shauna And Ben,2012-02-23,3,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1809801,Becky And Jim,2012-02-25,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1821227,Lisa,2012-02-27,1,"Seattle, Washington, United States",within a day,0.75,1,f,t,t
1839610,Liza,2012-03-01,1,"Seattle, Washington",within a day,0.8,1,f,t,t
1845764,Brian & Nate,2012-03-02,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1849458,Dawn Marie,2012-03-03,1,"Seattle, Washington, United States",within a day,0.78,1,f,t,t
1850689,Lucinda,2012-03-03,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1859394,Andrew,2012-03-04,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
1859964,Kelly,2012-03-05,1,"Seattle, WA",N/A,,,f,t,t
1865986,Sheldon,2012-03-05,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
1870462,Amy & Sean,2012-03-06,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
1870781,Diana,2012-03-06,1,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,f
1872473,Trong,2012-03-06,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1881431,Frank,2012-03-08,1,"Seattle, Washington, United States",within a day,0.8,1,f,t,t
1886540,Daniela,2012-03-08,1,"Seattle, Washington, United States",within a few hours,1,,f,t,f
1886546,Maria,2012-03-08,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
1890330,Kristjan,2012-03-09,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
1891850,Bob,2012-03-09,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1893411,Sai,2012-03-10,1,"Bloomington, Indiana, United States",within a day,1,,f,t,f
1917040,Aman,2012-03-13,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
1918676,Danielle,2012-03-13,2,"Seattle, Washington, United States",within an hour,0.88,1,f,t,t
1929300,Arvind,2012-03-15,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
1938802,Jason And Susy,2012-03-17,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
1939746,Justine,2012-03-17,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1962875,Mike,2012-03-18,1,"Seattle, Washington, United States",N/A,,,f,t,t
1963437,Rhea,2012-03-18,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
1969207,Philip,2012-03-19,1,"Seattle, Washington, United States",N/A,,,t,t,f
1971733,Caroline,2012-03-19,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
1977631,Amanda,2012-03-20,1,"Seattle, Washington, United States",N/A,,,f,t,f
1982828,Andrew,2012-03-21,1,"Seattle, Washington, United States",within a day,0.89,1,f,t,f
1984006,Rachel,2012-03-21,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2012892,J,2012-03-26,1,"San Francisco, California, United States",within a few hours,1,1,t,t,f
2020017,Michael,2012-03-27,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2028319,Nicole,2012-03-29,1,"Seattle, Washington, United States",a few days or more,0.4,1,f,t,t
2033580,Anthony,2012-03-29,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
2034501,Vivian,2012-03-30,2,"Seattle, Washington, United States",within a day,1,1,f,t,t
2051621,Kristi,2012-04-01,1,"Seattle, Washington, United States",within a day,0.75,,f,t,t
2052160,Ruth,2012-04-02,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
2057654,Michele & Ryan,2012-04-02,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
2066223,Patricia,2012-04-03,1,"Seattle, Washington, United States",within a day,0.7,1,f,t,t
2067157,Hailey,2012-04-04,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2070664,Gillian,2012-04-04,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2074144,Julie & George,2012-04-05,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2082490,Marianne,2012-04-06,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2085350,Jordanna,2012-04-06,1,"Seattle, Washington, United States",N/A,,,f,t,f
2094547,Samantha & Peter,2012-04-08,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,f
2095307,Paige,2012-04-08,1,"Seattle, Washington, United States",N/A,,,f,t,t
2108094,Kevin,2012-04-10,2,"Seattle, Washington, United States",within a day,0.5,,f,t,t
2118351,Daniel,2012-04-11,1,"Edmonds, Washington, United States",within a day,0.5,1,f,t,f
2121640,Leslie & Mike,2012-04-12,1,"Seattle, Washington, United States",within a day,0.78,1,f,t,f
2152222,Sehar,2012-04-16,1,"Salt Lake City, Utah, United States",within a day,0.8,1,f,t,t
2161126,Natasha,2012-04-17,1,"Seattle, Washington, United States",N/A,,,f,t,t
2166277,Aliza,2012-04-18,1,"Seattle, Washington, United States",N/A,,1,f,t,t
2203746,Monika,2012-04-23,4,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2205509,Grace & Jared,2012-04-23,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2211872,Eliza,2012-04-24,1,"Seattle, Washington, United States",N/A,,,t,t,f
2222321,Deb,2012-04-25,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2225735,Angela,2012-04-26,1,"Seattle, Washington, United States",N/A,,,t,t,t
2226123,Kim,2012-04-26,1,"Seattle, Washington, United States",N/A,,,f,t,t
2230478,Sanjaya,2012-04-26,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2231298,Chris,2012-04-26,4,"Kirkland, Washington, United States",within an hour,1,1,f,t,t
2232569,Kyle,2012-04-26,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
2234071,Sasan,2012-04-27,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
2237228,Mimi,2012-04-27,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
2277537,Sally,2012-05-02,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2287724,Peggy,2012-05-04,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
2294267,Donna,2012-05-04,1,"Ballard, Seattle, WA",within a few hours,1,1,f,t,t
2305861,Allison,2012-05-06,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2308816,Kay,2012-05-06,1,"Seattle, Washington, United States",N/A,,,f,t,t
2309561,Austin,2012-05-07,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2315558,Holly,2012-05-07,1,"Seattle, Washington, United States",N/A,,,f,t,t
2316284,Leah,2012-05-07,1,"Seattle, Washington, United States",within a few hours,0.89,1,f,t,t
2317654,Dahlia,2012-05-07,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
2318574,Annie,2012-05-08,3,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
2323745,Leanne,2012-05-08,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
2325108,Josh And Nicole,2012-05-08,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2327457,Jen,2012-05-09,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
2328599,Daniel,2012-05-09,1,"Seattle, Washington, United States",within a day,1,,f,t,t
2334189,Tracy,2012-05-09,1,"Seattle, Washington, United States",within a few hours,0.9,1,t,t,t
2336122,Sandra,2012-05-10,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
2342082,Marilyn,2012-05-10,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,f
2347819,Dee & Adam,2012-05-11,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
2355349,Kellie,2012-05-12,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2364414,Ellen,2012-05-13,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2370749,Tom,2012-05-14,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
2373847,Lara-Ashley,2012-05-14,2,"Seattle, Washington, United States",within a day,0.88,1,f,t,t
2376549,Patricia,2012-05-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2392169,Heather,2012-05-16,1,"Seattle, Washington, United States",within a day,0.9,1,t,t,t
2393756,Sarah,2012-05-16,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2405911,Heather,2012-05-18,1,"Seattle, Washington, United States",within a day,0.75,1,f,t,t
2405924,Tahira,2012-05-18,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2409388,Lisa,2012-05-18,5,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2419057,Amy,2012-05-20,1,"Seattle, Washington, United States",N/A,,,f,t,f
2425448,Gabe,2012-05-21,4,"Portland, Oregon, United States",within an hour,1,1,t,t,t
2431399,Jay,2012-05-21,1,US,within a few hours,1,1,f,t,f
2433229,Robert,2012-05-22,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2438665,Flor,2012-05-22,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2450062,Liza,2012-05-23,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
2457842,Alice,2012-05-24,1,"Seattle, Washington, United States",N/A,,,f,t,t
2458745,Paul,2012-05-24,2,"Seattle and Bellingham, Washington, United States",within an hour,1,1,f,t,t
2460676,Matthew,2012-05-25,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2472278,Carrie,2012-05-26,1,"Seattle, Washington, United States",within an hour,1,,f,t,f
2490446,Cristina,2012-05-29,3,"Seattle, Washington, United States",within a day,0.7,,f,t,f
2495385,Drew,2012-05-29,1,"Seattle, Washington, United States",within a day,0.6,1,f,t,t
2496518,Jeremy,2012-05-29,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2497928,Gary And Beth,2012-05-30,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2498708,Jake,2012-05-30,1,"Seattle, Washington, United States",N/A,,,f,t,t
2511908,Abby,2012-05-31,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2535710,Matt,2012-06-03,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2536735,Akiko And Matt,2012-06-03,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2537803,Heather,2012-06-03,1,"Seattle, Washington, United States",N/A,,,f,t,t
2544050,Jay,2012-06-04,1,"Seattle, Washington, United States",N/A,,,f,t,t
2555495,Sandra,2012-06-05,1,"Seattle, Washington, United States",within a day,0.5,,f,t,t
2569008,Roger,2012-06-07,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2575305,Noelle,2012-06-07,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2575710,Kate,2012-06-07,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2593671,Eric,2012-06-10,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2594393,Shay,2012-06-10,3,"San Francisco, California, United States",within an hour,1,1,t,t,t
2604788,Kabir,2012-06-11,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2608801,Jay,2012-06-11,2,"San Francisco, California, United States",within an hour,1,1,f,t,t
2612779,Serina,2012-06-12,3,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2613029,Jeffrey,2012-06-12,1,"Seattle, Washington, United States",N/A,,,f,t,t
2613169,Annie,2012-06-12,1,"Seattle, Washington, United States",N/A,,,f,t,t
2617674,Amy,2012-06-12,1,"Sammamish, Washington, United States",N/A,,,t,t,t
2661374,Rachel,2012-06-17,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
2673397,Sonya,2012-06-18,1,"Seattle, Washington, United States",within a day,1,,f,t,t
2683918,Ravi,2012-06-19,1,"San Francisco, California, United States",N/A,,,f,t,t
2695710,Matt,2012-06-20,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
2696775,Elfriede ( Elfie),2012-06-20,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2704826,Nate,2012-06-21,1,"Seattle, Washington, United States",within a few hours,0.8,1,f,t,f
2733106,Jessica,2012-06-24,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2739131,Chad & Ruben,2012-06-25,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2743047,Noah,2012-06-25,1,"Seattle, Washington, United States",within a day,0.9,1,f,t,t
2743787,Chris,2012-06-25,1,"Seattle, Washington, United States",within a few hours,1,,t,t,t
2744582,Malcolm,2012-06-26,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
2744697,Jon,2012-06-26,1,"Seattle, Washington, United States",within an hour,1,1,t,t,f
2745335,Felix,2012-06-26,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2756070,Marlo,2012-06-27,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
2766687,Karen,2012-06-27,1,US,within a few hours,0.71,,f,t,f
2775464,Lubna,2012-06-28,2,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,f
2777369,Angela & Herman,2012-06-29,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
